,START_DATE,START_TIME,START,STOP,END_DATE,END_TIME,RIDE_DURATION,MILES,FARE,DAY_NIGHT,PURPOSE,ROUND_TRIP,CATEGORY
402,20-02-2016,15:27:00,Palm Bay,Fort Pierce,20-02-2016,16:27:00,60,43,473,EVENING,Meal/Entertain,No,Personal
403,27-05-2016,10:22:00,Fort Pierce,Miami,27-05-2016,10:52:00,30,17.3,190.3,AFTER-NOON,Customer Visit,No,Personal
404,20-02-2016,08:07:00,Miami,Miami,20-02-2016,08:56:00,49,24.4,268.4,MORNING,Meeting,Yes,Business
405,25-06-2016,17:27:00,Miami,Tampa,25-06-2016,17:54:00,27,9.1,100.1,EVENING,Customer Visit,No,Business
406,19-04-2016,08:30:00,West Palm Beach,Kissimmee,19-04-2016,09:18:00,48,15.8,173.8,MORNING,Customer Visit,No,Business
407,15-06-2016,11:31:00,Miami,Miami,15-06-2016,12:19:00,48,15.8,173.8,AFTER-NOON,Meeting,Yes,Business
408,18-04-2016,19:39:00,Palm Bay,Miami,18-04-2016,20:09:00,30,10.4,114.4,NIGHT,Meeting,No,Business
409,15-06-2016,20:27:00,Kissimmee,Palm Bay,15-06-2016,22:20:00,113,64.2,706.2,NIGHT,Customer Visit,No,Business
410,03-04-2016,12:26:00,Tampa,Tampa,03-04-2016,13:48:00,82,51.6,567.6,AFTER-NOON,Meal/Entertain,Yes,Business
411,06-04-2016,16:44:00,Tampa,Fort Pierce,06-04-2016,17:57:00,73,34.6,380.6,EVENING,Meeting,No,Personal
412,24-06-2016,15:08:00,Palm Bay,Palm Bay,24-06-2016,16:15:00,67,39,429,EVENING,Meeting,Yes,Personal
413,26-01-2016,06:10:00,Fort Pierce,Orlando,26-01-2016,07:27:00,77,54,594,MORNING,Errand/Supplies,No,Business
414,17-05-2016,19:09:00,Tampa,Miami,17-05-2016,19:55:00,46,16.8,184.8,NIGHT,Customer Visit,No,Business
415,12-01-2016,09:40:00,Tampa,Tampa,12-01-2016,11:03:00,83,44.1,485.1,MORNING,Airport/Travel,Yes,Business
416,01-02-2016,14:55:00,Kissimmee,Miami,01-02-2016,16:07:00,72,27.8,305.8,AFTER-NOON,Meeting,No,Business
417,05-02-2016,14:07:00,West Palm Beach,Kissimmee,05-02-2016,14:21:00,14,9.2,101.2,AFTER-NOON,Customer Visit,No,Business
418,07-01-2016,20:56:00,Kissimmee,Tampa,07-01-2016,22:01:00,65,43.9,482.9,NIGHT,Meeting,No,Business
419,16-06-2016,14:10:00,Palm Bay,Tampa,16-06-2016,14:50:00,40,21.6,237.6,AFTER-NOON,Meeting,No,Business
420,05-03-2016,09:12:00,West Palm Beach,West Palm Beach,05-03-2016,10:27:00,75,31.8,349.8,MORNING,Customer Visit,Yes,Business
421,24-04-2016,08:41:00,Palm Bay,Tampa,24-04-2016,10:12:00,91,56.3,619.3,MORNING,Errand/Supplies,No,Personal
422,01-03-2016,15:40:00,Fort Pierce,Miami,01-03-2016,17:08:00,88,44.9,493.9,EVENING,Meeting,No,Business
423,04-05-2016,09:08:00,Kissimmee,West Palm Beach,04-05-2016,10:39:00,91,70.1,771.1,MORNING,Meal/Entertain,No,Business
424,11-03-2016,14:31:00,Palm Bay,Palm Bay,11-03-2016,14:38:00,7,4.6,50.6,AFTER-NOON,Meal/Entertain,Yes,Business
425,12-05-2016,08:31:00,Palm Bay,Miami,12-05-2016,09:12:00,41,14.9,163.9,MORNING,Customer Visit,No,Personal
426,12-06-2016,09:25:00,Miami,Miami,12-06-2016,09:47:00,22,17.4,191.4,MORNING,Meeting,Yes,Business
427,08-01-2016,06:26:00,Palm Bay,Fort Pierce,08-01-2016,07:11:00,45,28.8,316.8,MORNING,Errand/Supplies,No,Business
428,08-02-2016,09:13:00,Miami,West Palm Beach,08-02-2016,10:59:00,106,60.9,669.9,MORNING,Errand/Supplies,No,Personal
429,28-05-2016,08:43:00,Tampa,Orlando,28-05-2016,09:56:00,73,50.2,552.2,MORNING,Errand/Supplies,No,Business
430,23-04-2016,16:26:00,West Palm Beach,Kissimmee,23-04-2016,17:43:00,77,55.7,612.7,EVENING,Customer Visit,No,Business
431,10-02-2016,07:16:00,Miami,West Palm Beach,10-02-2016,08:56:00,100,42.7,469.7,MORNING,Meal/Entertain,No,Business
432,22-02-2016,12:19:00,Miami,Orlando,22-02-2016,13:25:00,66,49.5,544.5,AFTER-NOON,Errand/Supplies,No,Personal
433,08-05-2016,09:37:00,Palm Bay,Miami,08-05-2016,10:53:00,76,48.3,531.3,MORNING,Customer Visit,No,Business
434,14-06-2016,18:17:00,Tampa,Miami,14-06-2016,20:04:00,107,46.3,509.3,EVENING,Customer Visit,No,Business
435,23-05-2016,11:45:00,Palm Bay,Miami,23-05-2016,13:22:00,97,60.1,661.1,AFTER-NOON,Customer Visit,No,Business
436,18-02-2016,14:07:00,West Palm Beach,Orlando,18-02-2016,14:42:00,35,12.4,136.4,AFTER-NOON,Airport/Travel,No,Business
437,21-05-2016,13:00:00,West Palm Beach,Orlando,21-05-2016,13:32:00,32,20.3,223.3,AFTER-NOON,Meeting,No,Business
438,04-03-2016,16:53:00,Orlando,Orlando,04-03-2016,17:59:00,66,34,374,EVENING,Meeting,Yes,Business
439,12-04-2016,09:28:00,West Palm Beach,West Palm Beach,12-04-2016,10:55:00,87,32.6,358.6,MORNING,Customer Visit,Yes,Personal
440,09-01-2016,16:29:00,Orlando,Orlando,09-01-2016,17:59:00,90,46.8,514.8,EVENING,Errand/Supplies,Yes,Business
441,12-04-2016,13:57:00,Tampa,Tampa,12-04-2016,14:14:00,17,10.9,119.9,AFTER-NOON,Errand/Supplies,Yes,Business
442,25-02-2016,10:35:00,Fort Pierce,Kissimmee,25-02-2016,10:42:00,7,3.7,40.7,AFTER-NOON,Meeting,No,Business
443,13-04-2016,15:54:00,Tampa,Kissimmee,13-04-2016,16:19:00,25,19.1,210.1,EVENING,Meal/Entertain,No,Business
444,03-06-2016,14:36:00,Tampa,Fort Pierce,03-06-2016,15:18:00,42,15.5,170.5,AFTER-NOON,Customer Visit,No,Personal
445,04-03-2016,08:32:00,Miami,Tampa,04-03-2016,09:54:00,82,61.5,676.5,MORNING,Meeting,No,Business
446,26-03-2016,09:33:00,West Palm Beach,Tampa,26-03-2016,10:27:00,54,31.1,342.1,MORNING,Meeting,No,Personal
447,23-05-2016,06:37:00,Tampa,Orlando,23-05-2016,08:02:00,85,30.6,336.6,MORNING,Meal/Entertain,No,Personal
448,12-06-2016,14:34:00,Orlando,Orlando,12-06-2016,15:03:00,29,18.4,202.4,AFTER-NOON,Airport/Travel,Yes,Personal
449,05-04-2016,18:47:00,Palm Bay,Miami,05-04-2016,20:00:00,73,33,363,EVENING,Customer Visit,No,Personal
450,11-05-2016,18:51:00,Orlando,Miami,11-05-2016,19:43:00,52,34.2,376.2,EVENING,Airport/Travel,No,Personal
451,04-01-2016,14:18:00,West Palm Beach,Miami,04-01-2016,15:27:00,69,48.8,536.8,AFTER-NOON,Meal/Entertain,No,Business
452,13-03-2016,19:52:00,Tampa,Fort Pierce,13-03-2016,21:51:00,119,73.1,804.1,NIGHT,Meeting,No,Personal
453,07-04-2016,13:08:00,Kissimmee,West Palm Beach,07-04-2016,14:54:00,106,62.9,691.9,AFTER-NOON,Meal/Entertain,No,Business
454,12-02-2016,15:23:00,Fort Pierce,Orlando,12-02-2016,15:35:00,12,4.6,50.6,EVENING,Meeting,No,Business
455,13-04-2016,10:45:00,Fort Pierce,West Palm Beach,13-04-2016,12:37:00,112,47.7,524.7,AFTER-NOON,Meal/Entertain,No,Business
456,17-01-2016,13:48:00,West Palm Beach,West Palm Beach,17-01-2016,14:21:00,33,26.2,288.2,AFTER-NOON,Customer Visit,Yes,Business
457,06-04-2016,20:21:00,Kissimmee,Miami,06-04-2016,20:37:00,16,11.1,122.1,NIGHT,Meal/Entertain,No,Business
458,17-03-2016,13:17:00,Palm Bay,Palm Bay,17-03-2016,13:42:00,25,11.4,125.4,AFTER-NOON,Errand/Supplies,Yes,Personal
459,26-05-2016,11:55:00,Kissimmee,Tampa,26-05-2016,12:15:00,20,10.5,115.5,AFTER-NOON,Airport/Travel,No,Business
460,13-02-2016,10:21:00,Kissimmee,Tampa,13-02-2016,11:51:00,90,45.4,499.4,AFTER-NOON,Customer Visit,No,Personal
461,06-06-2016,09:59:00,Palm Bay,Miami,06-06-2016,10:40:00,41,18.6,204.6,MORNING,Meal/Entertain,No,Business
462,27-05-2016,20:41:00,Miami,Tampa,27-05-2016,22:00:00,79,36.1,397.1,NIGHT,Customer Visit,No,Business
463,05-02-2016,06:07:00,Miami,Tampa,05-02-2016,06:23:00,16,5.2,57.2,MORNING,Meeting,No,Business
464,08-01-2016,14:40:00,Tampa,Tampa,08-01-2016,16:18:00,98,54.7,601.7,AFTER-NOON,Errand/Supplies,Yes,Business
465,11-03-2016,12:56:00,Miami,Orlando,11-03-2016,13:18:00,22,16.6,182.6,AFTER-NOON,Meeting,No,Business
466,02-05-2016,16:53:00,Orlando,Miami,02-05-2016,18:03:00,70,47.2,519.2,EVENING,Meeting,No,Business
467,02-02-2016,18:41:00,Kissimmee,West Palm Beach,02-02-2016,20:12:00,91,38.3,421.3,EVENING,Customer Visit,No,Personal
468,28-06-2016,08:10:00,Palm Bay,Miami,28-06-2016,09:39:00,89,52.5,577.5,MORNING,Customer Visit,No,Business
469,15-03-2016,19:59:00,Palm Bay,Palm Bay,15-03-2016,21:14:00,75,52.3,575.3,NIGHT,Meeting,Yes,Business
470,03-05-2016,11:09:00,Orlando,Miami,03-05-2016,12:00:00,51,34.7,381.7,AFTER-NOON,Meal/Entertain,No,Business
471,12-04-2016,18:35:00,Palm Bay,Palm Bay,12-04-2016,19:22:00,47,20,220,EVENING,Meeting,Yes,Business
472,24-03-2016,19:34:00,Miami,Tampa,24-03-2016,20:55:00,81,55.8,613.8,NIGHT,Errand/Supplies,No,Business
473,26-05-2016,13:58:00,Fort Pierce,Orlando,26-05-2016,14:49:00,51,34.2,376.2,AFTER-NOON,Meeting,No,Business
474,11-02-2016,12:57:00,Palm Bay,Miami,11-02-2016,13:59:00,62,42.2,464.2,AFTER-NOON,Meal/Entertain,No,Business
475,26-06-2016,11:37:00,Orlando,Kissimmee,26-06-2016,13:08:00,91,69.1,760.1,AFTER-NOON,Errand/Supplies,No,Personal
476,26-01-2016,14:31:00,West Palm Beach,West Palm Beach,26-01-2016,16:21:00,110,36.6,402.6,AFTER-NOON,Customer Visit,Yes,Personal
477,18-02-2016,09:01:00,Tampa,West Palm Beach,18-02-2016,09:37:00,36,21.9,240.9,MORNING,Customer Visit,No,Personal
478,29-02-2016,08:21:00,Fort Pierce,Miami,29-02-2016,09:21:00,60,36.5,401.5,MORNING,Meeting,No,Personal
479,06-06-2016,17:02:00,Fort Pierce,Orlando,06-06-2016,17:32:00,30,20.1,221.1,EVENING,Errand/Supplies,No,Business
480,24-06-2016,18:26:00,Kissimmee,Palm Bay,24-06-2016,19:31:00,65,21.7,238.7,EVENING,Meeting,No,Personal
481,22-03-2016,06:18:00,Kissimmee,Miami,22-03-2016,07:35:00,77,31.2,343.2,MORNING,Meal/Entertain,No,Business
482,09-05-2016,16:57:00,Orlando,West Palm Beach,09-05-2016,17:44:00,47,18.1,199.1,EVENING,Meeting,No,Business
483,16-03-2016,07:47:00,Miami,Kissimmee,16-03-2016,08:48:00,61,48.3,531.3,MORNING,Meal/Entertain,No,Business
484,19-05-2016,10:17:00,Miami,Miami,19-05-2016,11:19:00,62,33.4,367.4,AFTER-NOON,Customer Visit,Yes,Business
485,15-02-2016,17:03:00,Palm Bay,Palm Bay,15-02-2016,17:55:00,52,36.5,401.5,EVENING,Meal/Entertain,Yes,Business
486,29-02-2016,08:12:00,Kissimmee,Palm Bay,29-02-2016,08:21:00,9,5.4,59.4,MORNING,Customer Visit,No,Business
487,04-03-2016,20:14:00,Miami,Fort Pierce,04-03-2016,20:45:00,31,24.2,266.2,NIGHT,Meeting,No,Business
488,07-01-2016,12:57:00,West Palm Beach,Kissimmee,07-01-2016,14:18:00,81,42.1,463.1,AFTER-NOON,Meeting,No,Business
489,10-02-2016,20:30:00,Fort Pierce,Tampa,10-02-2016,21:42:00,72,24.1,265.1,NIGHT,Meal/Entertain,No,Business
490,28-04-2016,17:27:00,Miami,Palm Bay,28-04-2016,17:55:00,28,8.5,93.5,EVENING,Airport/Travel,No,Business
491,26-05-2016,18:13:00,Orlando,Kissimmee,26-05-2016,18:43:00,30,15.6,171.6,EVENING,Meeting,No,Personal
492,13-05-2016,12:05:00,Miami,Kissimmee,13-05-2016,13:27:00,82,33.2,365.2,AFTER-NOON,Meal/Entertain,No,Personal
493,27-01-2016,20:13:00,Fort Pierce,Fort Pierce,27-01-2016,20:31:00,18,11.1,122.1,NIGHT,Meeting,Yes,Business
494,20-03-2016,15:42:00,Palm Bay,Tampa,20-03-2016,16:53:00,71,23,253,EVENING,Customer Visit,No,Business
495,19-02-2016,18:05:00,Palm Bay,Miami,19-02-2016,18:53:00,48,29.2,321.2,EVENING,Customer Visit,No,Business
496,13-03-2016,14:00:00,Palm Bay,West Palm Beach,13-03-2016,14:24:00,24,7.3,80.3,AFTER-NOON,Meeting,No,Business
497,06-03-2016,08:56:00,West Palm Beach,Kissimmee,06-03-2016,10:42:00,106,80,880,MORNING,Errand/Supplies,No,Personal
498,24-05-2016,20:18:00,Kissimmee,Palm Bay,24-05-2016,21:56:00,98,32.8,360.8,NIGHT,Meeting,No,Business
499,20-01-2016,08:22:00,West Palm Beach,Kissimmee,20-01-2016,10:00:00,98,55.3,608.3,MORNING,Meeting,No,Business
500,17-05-2016,16:21:00,West Palm Beach,Fort Pierce,17-05-2016,17:26:00,65,20.6,226.6,EVENING,Errand/Supplies,No,Business
501,28-03-2016,14:45:00,West Palm Beach,Orlando,28-03-2016,16:05:00,80,32.8,360.8,AFTER-NOON,Customer Visit,No,Business
502,25-02-2016,18:22:00,West Palm Beach,Orlando,25-02-2016,18:44:00,22,14.8,162.8,EVENING,Errand/Supplies,No,Business
503,19-03-2016,15:44:00,West Palm Beach,West Palm Beach,19-03-2016,16:06:00,22,17.2,189.2,EVENING,Meal/Entertain,Yes,Business
504,15-04-2016,16:21:00,West Palm Beach,Miami,15-04-2016,17:53:00,92,28.5,313.5,EVENING,Meeting,No,Personal
505,09-05-2016,12:51:00,Palm Bay,West Palm Beach,09-05-2016,13:09:00,18,6.7,73.7,AFTER-NOON,Meeting,No,Personal
506,24-04-2016,19:52:00,Kissimmee,Orlando,24-04-2016,21:18:00,86,54.2,596.2,NIGHT,Meeting,No,Personal
507,26-04-2016,20:02:00,Tampa,Miami,26-04-2016,20:16:00,14,4.3,47.3,NIGHT,Airport/Travel,No,Business
508,16-05-2016,16:19:00,Orlando,Tampa,16-05-2016,17:55:00,96,64.3,707.3,EVENING,Meal/Entertain,No,Business
509,02-01-2016,17:47:00,Fort Pierce,Kissimmee,02-01-2016,19:43:00,116,48.7,535.7,EVENING,Customer Visit,No,Business
510,14-04-2016,14:42:00,Miami,Fort Pierce,14-04-2016,16:36:00,114,64.6,710.6,AFTER-NOON,Meeting,No,Business
511,08-01-2016,17:36:00,Tampa,Tampa,08-01-2016,19:15:00,99,67.5,742.5,EVENING,Meeting,Yes,Business
512,13-01-2016,18:30:00,West Palm Beach,Tampa,13-01-2016,20:03:00,93,72.6,798.6,EVENING,Meeting,No,Business
513,29-06-2016,06:52:00,Orlando,Kissimmee,29-06-2016,07:13:00,21,8.7,95.7,MORNING,Meeting,No,Business
514,08-02-2016,16:03:00,Palm Bay,Palm Bay,08-02-2016,17:59:00,116,55,605,EVENING,Meeting,Yes,Personal
515,06-03-2016,18:44:00,Orlando,West Palm Beach,06-03-2016,20:35:00,111,61.7,678.7,EVENING,Meeting,No,Business
516,06-01-2016,17:49:00,Tampa,Kissimmee,06-01-2016,19:47:00,118,79.6,875.6,EVENING,Airport/Travel,No,Business
517,12-06-2016,07:29:00,West Palm Beach,Kissimmee,12-06-2016,07:38:00,9,5.4,59.4,MORNING,Customer Visit,No,Business
518,14-04-2016,14:07:00,Miami,Kissimmee,14-04-2016,14:35:00,28,18.4,202.4,AFTER-NOON,Errand/Supplies,No,Business
519,13-02-2016,06:02:00,Miami,Kissimmee,13-02-2016,07:15:00,73,29.2,321.2,MORNING,Meeting,No,Business
520,22-05-2016,09:17:00,Kissimmee,Tampa,22-05-2016,10:13:00,56,30.1,331.1,MORNING,Meeting,No,Personal
521,14-05-2016,08:26:00,Fort Pierce,Orlando,14-05-2016,10:25:00,119,46.5,511.5,MORNING,Meeting,No,Business
522,22-06-2016,18:17:00,Kissimmee,Kissimmee,22-06-2016,20:17:00,120,66.5,731.5,EVENING,Meeting,Yes,Personal
523,26-01-2016,14:05:00,Miami,Palm Bay,26-01-2016,15:54:00,109,42.7,469.7,AFTER-NOON,Customer Visit,No,Business
524,19-06-2016,17:10:00,Fort Pierce,Miami,19-06-2016,17:50:00,40,17.6,193.6,EVENING,Customer Visit,No,Personal
525,05-02-2016,18:12:00,West Palm Beach,West Palm Beach,05-02-2016,19:36:00,84,48.3,531.3,EVENING,Meal/Entertain,Yes,Personal
526,08-03-2016,18:08:00,Miami,Tampa,08-03-2016,18:51:00,43,25.7,282.7,EVENING,Meeting,No,Personal
527,13-02-2016,09:30:00,Orlando,Tampa,13-02-2016,11:27:00,117,37,407,MORNING,Meeting,No,Business
528,09-01-2016,15:14:00,Palm Bay,Tampa,09-01-2016,16:20:00,66,27.4,301.4,EVENING,Meeting,No,Business
529,21-06-2016,13:59:00,Orlando,Palm Bay,21-06-2016,14:28:00,29,18.9,207.9,AFTER-NOON,Errand/Supplies,No,Personal
530,22-03-2016,12:19:00,Miami,Palm Bay,22-03-2016,12:45:00,26,17.6,193.6,AFTER-NOON,Meeting,No,Business
531,18-01-2016,19:20:00,Tampa,Palm Bay,18-01-2016,19:51:00,31,12.7,139.7,NIGHT,Customer Visit,No,Business
532,03-03-2016,08:12:00,Fort Pierce,Miami,03-03-2016,08:29:00,17,11,121,MORNING,Meal/Entertain,No,Business
533,16-05-2016,13:06:00,Miami,Tampa,16-05-2016,14:16:00,70,32.5,357.5,AFTER-NOON,Customer Visit,No,Business
534,13-01-2016,09:02:00,West Palm Beach,Tampa,13-01-2016,09:57:00,55,26,286,MORNING,Customer Visit,No,Business
535,13-02-2016,13:56:00,Kissimmee,West Palm Beach,13-02-2016,14:53:00,57,32.2,354.2,AFTER-NOON,Errand/Supplies,No,Personal
536,19-02-2016,11:57:00,Miami,Fort Pierce,19-02-2016,12:34:00,37,15.1,166.1,AFTER-NOON,Meeting,No,Business
537,26-05-2016,10:12:00,Miami,Miami,26-05-2016,10:20:00,8,4.1,45.1,AFTER-NOON,Meal/Entertain,Yes,Business
538,14-03-2016,11:54:00,Palm Bay,Tampa,14-03-2016,13:03:00,69,23.5,258.5,AFTER-NOON,Meal/Entertain,No,Business
539,30-05-2016,13:24:00,West Palm Beach,Tampa,30-05-2016,14:49:00,85,64.8,712.8,AFTER-NOON,Meeting,No,Business
540,03-01-2016,10:28:00,West Palm Beach,Kissimmee,03-01-2016,11:42:00,74,54.2,596.2,AFTER-NOON,Airport/Travel,No,Business
541,09-06-2016,16:07:00,Palm Bay,West Palm Beach,09-06-2016,17:42:00,95,62.8,690.8,EVENING,Meal/Entertain,No,Personal
542,22-04-2016,10:37:00,Orlando,Miami,22-04-2016,11:29:00,52,32.5,357.5,AFTER-NOON,Meeting,No,Personal
543,14-04-2016,06:14:00,Palm Bay,Kissimmee,14-04-2016,06:39:00,25,7.8,85.8,MORNING,Airport/Travel,No,Business
544,26-06-2016,16:15:00,Tampa,Miami,26-06-2016,16:23:00,8,4.5,49.5,EVENING,Errand/Supplies,No,Business
545,04-05-2016,14:09:00,Palm Bay,Palm Bay,04-05-2016,15:28:00,79,34.1,375.1,AFTER-NOON,Meal/Entertain,Yes,Business
546,19-06-2016,07:44:00,Kissimmee,Fort Pierce,19-06-2016,09:02:00,78,52,572,MORNING,Meeting,No,Business
547,23-04-2016,16:54:00,Kissimmee,Fort Pierce,23-04-2016,17:57:00,63,39.1,430.1,EVENING,Meal/Entertain,No,Business
548,18-03-2016,14:10:00,Orlando,West Palm Beach,18-03-2016,15:51:00,101,43,473,AFTER-NOON,Meeting,No,Personal
549,17-04-2016,19:22:00,Fort Pierce,Miami,17-04-2016,20:36:00,74,22.2,244.2,NIGHT,Customer Visit,No,Personal
550,16-06-2016,07:21:00,Fort Pierce,Tampa,16-06-2016,07:43:00,22,13.2,145.2,MORNING,Errand/Supplies,No,Business
551,14-02-2016,06:05:00,Fort Pierce,Tampa,14-02-2016,07:12:00,67,34.4,378.4,MORNING,Meeting,No,Business
552,23-01-2016,06:41:00,Miami,Orlando,23-01-2016,07:31:00,50,34.6,380.6,MORNING,Meeting,No,Business
553,13-02-2016,09:48:00,West Palm Beach,Kissimmee,13-02-2016,10:14:00,26,19.8,217.8,MORNING,Meeting,No,Personal
554,10-04-2016,13:31:00,Tampa,Kissimmee,10-04-2016,14:10:00,39,24.4,268.4,AFTER-NOON,Customer Visit,No,Business
555,27-06-2016,06:12:00,Orlando,Miami,27-06-2016,07:23:00,71,33.5,368.5,MORNING,Meal/Entertain,No,Business
556,06-01-2016,06:55:00,Orlando,West Palm Beach,06-01-2016,08:38:00,103,79.1,870.1,MORNING,Meeting,No,Business
557,19-03-2016,16:41:00,West Palm Beach,Tampa,19-03-2016,18:06:00,85,28.6,314.6,EVENING,Meeting,No,Business
558,01-01-2016,08:23:00,Palm Bay,Kissimmee,01-01-2016,09:12:00,49,20,220,MORNING,Customer Visit,No,Business
559,08-06-2016,13:20:00,Fort Pierce,Miami,08-06-2016,14:44:00,84,36.7,403.7,AFTER-NOON,Airport/Travel,No,Business
560,07-04-2016,08:16:00,Tampa,Fort Pierce,07-04-2016,08:28:00,12,6.3,69.3,MORNING,Errand/Supplies,No,Personal
561,24-02-2016,18:15:00,Kissimmee,Orlando,24-02-2016,18:37:00,22,11.3,124.3,EVENING,Meal/Entertain,No,Personal
562,28-06-2016,20:16:00,Tampa,West Palm Beach,28-06-2016,20:50:00,34,20.7,227.7,NIGHT,Meal/Entertain,No,Personal
563,05-06-2016,14:12:00,Orlando,Miami,05-06-2016,15:55:00,103,72.8,800.8,AFTER-NOON,Meeting,No,Personal
564,05-04-2016,10:42:00,West Palm Beach,Palm Bay,05-04-2016,12:41:00,119,93,1023,AFTER-NOON,Customer Visit,No,Business
565,08-03-2016,09:36:00,West Palm Beach,Fort Pierce,08-03-2016,11:07:00,91,52.4,576.4,MORNING,Meal/Entertain,No,Business
566,19-03-2016,09:24:00,Miami,Miami,19-03-2016,09:47:00,23,14.1,155.1,MORNING,Customer Visit,Yes,Business
567,21-06-2016,18:09:00,Orlando,West Palm Beach,21-06-2016,18:41:00,32,13.6,149.6,EVENING,Meeting,No,Business
568,06-04-2016,13:36:00,Miami,Fort Pierce,06-04-2016,15:23:00,107,80,880,AFTER-NOON,Customer Visit,No,Business
569,17-06-2016,06:04:00,Palm Bay,Tampa,17-06-2016,07:17:00,73,22.5,247.5,MORNING,Meeting,No,Business
570,21-02-2016,15:30:00,Miami,Tampa,21-02-2016,16:29:00,59,39.6,435.6,EVENING,Customer Visit,No,Personal
571,27-02-2016,09:38:00,Kissimmee,Orlando,27-02-2016,10:20:00,42,13.3,146.3,MORNING,Meal/Entertain,No,Business
572,07-01-2016,16:58:00,Tampa,Fort Pierce,07-01-2016,18:35:00,97,45.1,496.1,EVENING,Meal/Entertain,No,Business
573,01-03-2016,14:07:00,Miami,West Palm Beach,01-03-2016,16:05:00,118,67.7,744.7,AFTER-NOON,Customer Visit,No,Business
574,12-06-2016,14:44:00,Fort Pierce,Fort Pierce,12-06-2016,16:40:00,116,36,396,AFTER-NOON,Meal/Entertain,Yes,Business
575,16-05-2016,12:31:00,Tampa,Fort Pierce,16-05-2016,13:35:00,64,30.4,334.4,AFTER-NOON,Errand/Supplies,No,Business
576,24-04-2016,10:40:00,Miami,Palm Bay,24-04-2016,11:49:00,69,44.1,485.1,AFTER-NOON,Meeting,No,Business
577,23-04-2016,12:33:00,Palm Bay,Fort Pierce,23-04-2016,14:07:00,94,66.4,730.4,AFTER-NOON,Airport/Travel,No,Business
578,16-01-2016,11:46:00,Tampa,Fort Pierce,16-01-2016,11:57:00,11,6.5,71.5,AFTER-NOON,Meeting,No,Business
579,09-06-2016,09:10:00,Palm Bay,Palm Bay,09-06-2016,10:20:00,70,33.5,368.5,MORNING,Customer Visit,Yes,Business
580,09-06-2016,10:12:00,Fort Pierce,Palm Bay,09-06-2016,11:16:00,64,47.2,519.2,AFTER-NOON,Meeting,No,Personal
581,18-03-2016,17:15:00,Tampa,Orlando,18-03-2016,18:38:00,83,65,715,EVENING,Meeting,No,Business
582,16-02-2016,17:20:00,Tampa,Palm Bay,16-02-2016,18:54:00,94,71.7,788.7,EVENING,Meal/Entertain,No,Personal
583,20-05-2016,15:29:00,West Palm Beach,West Palm Beach,20-05-2016,15:53:00,24,14.8,162.8,EVENING,Errand/Supplies,Yes,Business
584,02-04-2016,15:28:00,Orlando,Fort Pierce,02-04-2016,17:00:00,92,67.7,744.7,EVENING,Airport/Travel,No,Personal
585,01-01-2016,18:00:00,Palm Bay,Kissimmee,01-01-2016,18:57:00,57,42.1,463.1,EVENING,Customer Visit,No,Business
586,25-04-2016,20:33:00,Miami,Palm Bay,25-04-2016,20:48:00,15,11.9,130.9,NIGHT,Meeting,No,Personal
587,20-04-2016,13:02:00,West Palm Beach,Orlando,20-04-2016,14:20:00,78,56.1,617.1,AFTER-NOON,Meal/Entertain,No,Business
588,10-04-2016,08:54:00,Kissimmee,Orlando,10-04-2016,10:53:00,119,49.2,541.2,MORNING,Meeting,No,Business
589,19-02-2016,18:13:00,Fort Pierce,West Palm Beach,19-02-2016,18:39:00,26,17.9,196.9,EVENING,Meal/Entertain,No,Business
590,19-01-2016,15:34:00,Kissimmee,Palm Bay,19-01-2016,17:18:00,104,81.7,898.7,EVENING,Meal/Entertain,No,Personal
591,18-04-2016,06:20:00,Fort Pierce,Orlando,18-04-2016,06:31:00,11,4.8,52.8,MORNING,Meal/Entertain,No,Personal
592,10-04-2016,06:53:00,Palm Bay,West Palm Beach,10-04-2016,07:04:00,11,3.6,39.6,MORNING,Customer Visit,No,Business
593,10-05-2016,07:15:00,Kissimmee,Kissimmee,10-05-2016,07:32:00,17,12.5,137.5,MORNING,Airport/Travel,Yes,Personal
594,21-04-2016,19:58:00,Miami,Fort Pierce,21-04-2016,21:37:00,99,35.8,393.8,NIGHT,Errand/Supplies,No,Business
595,29-01-2016,14:33:00,Kissimmee,Palm Bay,29-01-2016,14:46:00,13,7.4,81.4,AFTER-NOON,Errand/Supplies,No,Business
596,28-01-2016,18:10:00,Fort Pierce,Miami,28-01-2016,19:22:00,72,52.9,581.9,EVENING,Meeting,No,Personal
597,14-04-2016,15:41:00,Palm Bay,Orlando,14-04-2016,16:21:00,40,27.5,302.5,EVENING,Meeting,No,Business
598,14-06-2016,07:34:00,Kissimmee,Palm Bay,14-06-2016,07:45:00,11,5.1,56.1,MORNING,Meal/Entertain,No,Business
599,27-05-2016,12:21:00,Tampa,Miami,27-05-2016,13:47:00,86,33.7,370.7,AFTER-NOON,Meeting,No,Business
600,02-04-2016,17:12:00,West Palm Beach,Miami,02-04-2016,18:15:00,63,34.8,382.8,EVENING,Airport/Travel,No,Personal
601,22-04-2016,08:53:00,West Palm Beach,Miami,22-04-2016,10:18:00,85,36,396,MORNING,Customer Visit,No,Business
602,12-03-2016,07:47:00,Tampa,West Palm Beach,12-03-2016,08:28:00,41,19.4,213.4,MORNING,Meal/Entertain,No,Business
